CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;99914.7;-9283.5;96309.4;23755.1
2;96989.8;-13359.3;93641.1;23042.4
3;97069.4;-13416.1;93748.4;23070.4
4;96412.4;-14055.3;93103.9;22907.2
5;98890.9;-10961.4;95412.0;23506.7
6;94806.6;-16484.6;91632.3;22515.2
7;100080.5;-8950.3;96448.7;23799.4
8;96782.3;-13709.3;93469.9;23001.3
9;98165.8;-11903.8;94738.3;23338.9
10;97435.4;-12859.3;94066.1;23165.3
11;99709.9;-9544.8;96115.6;23705.7
12;95125.3;-15884.6;91912.5;22591.8
13;97352.7;-12880.0;93973.7;23138.5
14;97245.3;-13119.6;93895.2;23113.9
15;99255.5;-10242.2;95706.6;23591.1
16;96362.1;-14195.1;93069.9;22899.4
17;97555.1;-12626.8;94160.7;23188.5
18;96653.0;-13752.6;93327.0;22961.5
19;97838.4;-12325.3;94434.1;23262.1
20;98539.6;-11281.8;95058.8;23423.7
21;96351.4;-14239.2;93065.8;22899.2
22;99272.0;-10248.6;95726.2;23593.1
23;98972.6;-10673.1;95451.3;23515.3
24;98420.3;-11552.3;94969.5;23397.6
25;98963.3;-10727.3;95450.2;23515.2
26;96893.6;-13492.9;93555.7;23024.6
27;97629.9;-12586.3;94240.3;23213.7
28;96556.7;-13993.0;93260.6;22939.2
29;97403.8;-12933.7;94045.7;23159.3
30;98465.1;-11405.9;94994.4;23405.4
31;96883.2;-13504.6;93546.1;23022.8
32;97258.0;-12996.2;93885.2;23110.6
33;96848.9;-13698.7;93548.4;23023.3
34;96698.4;-13702.8;93370.5;22975.1
35;96917.0;-13432.5;93571.7;23028.0
36;97772.5;-12331.9;94358.2;23238.3
37;96351.5;-14148.5;93048.5;22892.4
38;98075.1;-12016.4;94652.5;23318.2
39;99974.6;-9153.0;96355.6;23764.4
40;98753.1;-10982.3;95252.1;23468.5
41;97532.4;-12684.5;94144.3;23179.5
42;96645.6;-13762.6;93320.2;22959.4
43;96788.3;-13743.4;93484.9;23004.8
44;100013.6;-9077.6;96388.5;23774.5
45;97865.3;-12203.0;94442.7;23264.0
46;96950.2;-13433.3;93609.2;23036.7
47;98037.7;-11976.7;94600.5;23300.7
48;100551.0;-8121.0;96868.7;23895.4
49;97935.0;-12205.8;94523.5;23279.2
50;98585.5;-11212.0;95100.1;23436.1
51;98165.5;-11796.5;94717.0;23334.1
52;97298.7;-12987.0;93930.5;23124.3
53;96312.9;-14248.5;93020.5;22882.6
54;97306.7;-12947.2;93932.7;23125.6
55;97514.4;-12668.7;94121.1;23175.6
56;98543.9;-11264.9;95061.1;23425.1
57;98878.6;-10877.3;95379.4;23499.1
58;99002.1;-10627.2;95478.1;23527.2
59;98146.1;-11828.2;94700.0;23329.5
60;98909.6;-10939.2;95430.2;23512.6
61;96806.1;-13614.6;93477.4;23003.0
62;99410.6;-10031.6;95850.9;23629.7
