CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;17817.8;-6690.2;17212.2;-513.6
2;15634.2;-6660.9;15039.2;-634.7
3;15712.0;-6686.2;15117.3;-629.7
4;15189.9;-6449.3;14590.8;-649.7
5;17068.2;-6852.9;16471.5;-554.7
6;14013.8;-5540.0;13391.7;-715.4
7;17937.4;-6658.7;17330.3;-507.6
8;15485.3;-6594.0;14889.1;-637.7
9;16533.5;-6855.2;15940.1;-579.7
10;15981.0;-6761.9;15387.5;-608.7
11;17656.7;-6726.7;17053.1;-516.6
12;14242.1;-5765.9;13625.9;-705.2
13;15911.1;-6744.0;15317.5;-613.7
14;15855.3;-6724.7;15261.4;-613.7
15;17332.3;-6817.3;16732.8;-545.6
16;15161.2;-6433.3;14561.8;-650.7
17;16053.9;-6782.3;15460.6;-607.7
18;15374.4;-6541.9;14777.0;-646.7
19;16267.8;-6832.8;15674.8;-601.7
20;16791.9;-6867.1;16197.3;-568.7
21;15160.2;-6431.9;14560.8;-649.7
22;17340.3;-6815.2;16740.8;-543.6
23;17107.6;-6848.3;16510.6;-553.7
24;16714.5;-6862.2;16120.2;-569.7
25;17107.6;-6848.3;16510.6;-553.7
26;15561.7;-6628.0;14966.2;-634.7
27;16103.8;-6789.9;15510.7;-601.7
28;15319.7;-6521.8;14721.9;-648.7
29;15962.0;-6758.2;15368.5;-610.7
30;16743.6;-6862.9;16149.2;-567.7
31;15555.7;-6624.5;14960.2;-633.7
32;15838.4;-6720.9;15244.4;-615.7
33;15558.7;-6624.9;14963.2;-632.7
34;15403.1;-6553.1;14806.0;-643.7
35;15572.7;-6632.2;14977.2;-634.7
36;16211.8;-6803.6;15618.8;-588.7
37;15141.6;-6421.5;14541.8;-651.7
38;16452.3;-6846.5;15859.0;-583.7
39;17856.4;-6681.4;17250.2;-512.6
40;16947.2;-6855.3;16351.4;-556.7
41;16035.9;-6777.0;15442.6;-607.7
42;15362.3;-6540.8;14765.0;-644.7
43;15497.3;-6597.4;14901.1;-636.7
