CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;17960.2;-4102.0;17212.2;-513.6
2;15814.6;-2887.1;15039.2;-634.7
3;15890.7;-2962.8;15117.3;-629.7
4;15381.1;-2362.1;14590.8;-649.7
5;17221.2;-3902.7;16471.5;-554.7
6;14242.0;-406.5;13391.7;-715.4
7;18078.5;-4118.6;17330.3;-507.6
8;15669.2;-2719.3;14889.1;-637.7
9;16695.8;-3621.6;15940.1;-579.7
10;16154.0;-3206.7;15387.5;-608.7
11;17800.9;-4068.0;17053.1;-516.6
12;14461.6;-874.2;13625.9;-705.2
13;16085.6;-3146.2;15317.5;-613.7
14;16030.9;-3091.9;15261.4;-613.7
15;17481.1;-4001.3;16732.8;-545.6
16;15353.2;-2324.9;14561.8;-650.7
17;16225.3;-3274.6;15460.6;-607.7
18;15560.9;-2596.0;14777.0;-646.7
19;16434.9;-3450.0;15674.8;-601.7
20;16949.5;-3773.4;16197.3;-568.7
21;15352.2;-2322.8;14560.8;-649.7
22;17488.9;-4003.7;16740.8;-543.6
23;17259.9;-3920.2;16510.6;-553.7
24;16873.5;-3726.4;16120.2;-569.7
25;17259.9;-3920.2;16510.6;-553.7
26;15743.8;-2805.6;14966.2;-634.7
27;16274.2;-3311.3;15510.7;-601.7
28;15507.6;-2531.1;14721.9;-648.7
29;16135.3;-3191.8;15368.5;-610.7
30;16902.1;-3743.2;16149.2;-567.7
31;15738.0;-2798.1;14960.2;-633.7
32;16014.3;-3077.8;15244.4;-615.7
33;15740.9;-2800.3;14963.2;-632.7
34;15588.8;-2628.6;14806.0;-643.7
35;15754.6;-2816.5;14977.2;-634.7
36;16380.1;-3387.4;15618.8;-588.7
37;15334.0;-2298.6;14541.8;-651.7
38;16616.0;-3566.9;15859.0;-583.7
39;17998.2;-4109.8;17250.2;-512.6
40;17102.3;-3841.8;16351.4;-556.7
41;16207.7;-3258.0;15442.6;-607.7
42;15549.1;-2580.2;14765.0;-644.7
43;15681.0;-2729.9;14901.1;-636.7
44;18026.5;-4107.5;17278.3;-508.6
45;16440.9;-3452.3;15680.8;-600.7
46;15785.7;-2853.3;15009.2;-635.7
47;16576.3;-3551.1;15818.9;-590.7
48;18427.3;-4121.5;17676.6;-488.6
49;16505.7;-3499.3;15746.9;-595.7
50;16982.2;-3782.8;16230.3;-561.7
51;16680.8;-3616.2;15925.0;-582.7
52;16058.3;-3121.6;15289.5;-615.7
53;15311.8;-2271.2;14518.8;-654.7
54;16060.4;-3118.7;15291.5;-613.7
55;16193.9;-3247.7;15428.6;-609.7
56;16954.4;-3775.5;16202.3;-567.7
57;17193.6;-3888.2;16443.5;-556.7
58;17284.0;-3924.0;16534.6;-549.7
59;16666.1;-3604.9;15910.0;-581.7
60;17244.1;-3907.8;16494.6;-549.7
61;15673.1;-2722.8;14893.1;-636.7
62;17597.8;-4025.2;16849.9;-537.6
63;16881.3;-3731.9;16128.2;-568.7
64;16106.1;-3168.4;15338.5;-614.7
65;16859.6;-3721.5;16106.2;-571.7
66;16321.2;-3349.8;15558.7;-598.7
67;17480.0;-4001.9;16731.8;-545.6
68;17858.7;-4089.6;17111.1;-518.6
69;18507.9;-4118.8;17756.7;-482.6
70;15075.4;-1945.1;14272.5;-672.7
71;15030.8;-1863.5;14225.5;-669.7
72;15912.9;-2984.6;15140.3;-626.7
73;16543.1;-3521.2;15784.9;-590.7
74;17235.1;-3905.1;16485.5;-550.7
75;16694.9;-3619.7;15939.1;-579.7
76;14492.9;-931.9;13659.0;-703.2
77;16098.2;-3157.8;15330.5;-612.7
78;17183.8;-3881.4;16433.5;-556.7
79;16611.1;-3561.9;15854.0;-582.7
80;17126.0;-3854.9;16375.4;-556.7
81;16182.2;-3238.4;15416.6;-611.7
82;16200.9;-3252.5;15435.6;-609.7
83;16575.3;-3550.6;15817.9;-590.7
84;16780.3;-3683.1;16026.1;-580.7
85;16583.4;-3550.5;15825.9;-587.7
86;16505.7;-3499.3;15746.9;-595.7
87;15754.6;-2816.5;14977.2;-634.7
88;16752.0;-3663.7;15997.1;-582.7
89;16507.6;-3500.5;15748.9;-594.7
90;17478.1;-4000.8;16729.8;-545.6
91;17545.8;-4014.1;16797.8;-535.6
92;16572.4;-3546.1;15814.9;-589.7
93;16034.8;-3096.2;15265.4;-613.7
94;15785.7;-2853.3;15009.2;-635.7
95;16796.4;-3685.5;16042.1;-576.7
96;16466.2;-3473.7;15706.8;-598.7
97;16066.2;-3125.4;15297.5;-613.7
98;16434.9;-3451.0;15674.8;-602.7
99;15805.9;-2877.8;15030.2;-634.7
100;17066.4;-3829.2;16315.4;-559.7
101;15968.5;-3035.0;15197.4;-619.7
102;17571.0;-4008.6;16822.9;-533.6
103;16778.5;-3682.2;16024.1;-581.7
104;16962.5;-3779.8;16210.3;-568.7
105;15359.9;-2338.8;14568.8;-653.7
106;16553.1;-3525.0;15794.9;-588.7
107;17101.3;-3842.5;16350.4;-557.7
108;15491.0;-2509.8;14704.9;-649.7
109;16136.3;-3193.5;15369.5;-611.7
110;16422.1;-3442.5;15661.8;-603.7
111;15096.8;-1968.8;14294.6;-667.7
112;16693.9;-3619.0;15938.0;-579.7
113;17204.4;-3891.9;16454.5;-553.7
114;15579.2;-2616.0;14796.0;-643.7
115;16724.4;-3638.3;15969.1;-577.7
116;15156.1;-2061.0;14356.6;-668.7
117;16355.7;-3371.7;15593.7;-593.7
118;14873.1;-1619.2;14060.3;-681.9
119;17469.1;-3995.4;16720.8;-543.6
120;16779.4;-3681.6;16025.1;-580.7
121;16366.4;-3376.9;15604.7;-590.7
122;15655.7;-2701.4;14875.1;-636.7
123;17618.9;-4020.4;16870.9;-529.6
124;18291.1;-4121.7;17541.5;-493.6
