CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;102449.6;-7624.4;98246.1;24225.4
2;98960.5;-12577.0;95040.1;23342.0
3;98770.3;-14928.3;95151.2;23374.9
4;98249.2;-13425.2;94367.8;23157.2
5;101013.2;-11473.0;97156.8;23921.4
6;96207.2;-18347.3;92606.4;22666.7
7;102739.1;-6561.1;98434.4;24268.1
8;98548.3;-14400.9;94830.3;23282.4
9;100270.4;-11871.8;96382.9;23702.0
10;99396.8;-12916.7;95561.7;23483.5
11;102267.1;-7478.3;98017.8;24158.7
12;96727.1;-16097.8;92959.9;22771.4
13;99421.2;-11905.1;95454.7;23457.2
14;99145.6;-13472.7;95361.4;23432.4
15;101754.0;-8380.8;97560.3;24028.6
16;98099.7;-14406.2;94327.3;23142.5
17;99655.0;-11637.1;95674.1;23510.2
18;98563.0;-12966.9;94657.1;23232.7
19;99878.4;-12086.9;95980.6;23599.3
20;100856.5;-9871.7;96762.5;23806.8
21;98057.1;-14766.7;94327.3;23142.4
22;101740.2;-8612.6;97575.1;24031.8
23;101360.9;-9019.5;97209.4;23938.6
24;100573.9;-11357.9;96649.3;23782.3
25;101300.3;-9519.3;97208.3;23936.5
26;98827.7;-12935.9;94941.0;23309.6
27;99632.6;-12321.7;95740.2;23527.5
28;98287.6;-14748.7;94583.0;23208.9
29;99286.7;-13559.7;95530.2;23479.1
30;100756.2;-10156.6;96689.5;23791.6
31;98801.3;-13014.7;94923.3;23308.5
32;99319.0;-11943.2;95348.4;23425.8
33;98495.6;-15575.4;94933.7;23309.1
34;98614.8;-12946.8;94711.0;23245.2
35;98879.4;-12583.2;94952.0;23314.2
36;99907.6;-11165.6;95890.2;23565.4
37;98171.4;-13580.3;94300.8;23139.1
38;100164.3;-11781.4;96254.1;23673.4
39;102580.5;-6937.2;98303.5;24240.4
40;101113.3;-9397.4;96984.6;23871.8
41;99587.4;-12034.7;95651.5;23501.7
42;98547.8;-13008.3;94645.2;23227.4
43;98478.6;-15096.9;94848.5;23290.2
44;102654.8;-6685.6;98354.8;24249.2
45;100017.2;-10998.7;95989.3;23601.4
46;98880.1;-12992.1;95006.0;23332.7
47;100236.5;-10718.4;96192.6;23656.0
48;103310.2;-5432.7;98941.6;24409.8
49;99985.7;-12025.0;96089.9;23631.1
50;100909.4;-9743.5;96805.2;23825.0
51;100422.4;-10439.6;96359.3;23696.6
52;99313.6;-12465.6;95410.1;23445.5
53;98070.9;-14207.7;94268.5;23129.7
54;99367.9;-12053.0;95415.4;23445.8
55;99609.2;-11611.6;95621.1;23496.6
56;100872.3;-9756.0;96764.8;23807.4
57;101143.1;-10106.3;97111.8;23908.2
58;101403.1;-8933.2;97245.6;23954.0
59;100393.6;-10515.8;96337.2;23686.8
60;101030.2;-11514.2;97182.2;23927.7
61;98690.8;-13328.5;94843.9;23287.3
62;101905.9;-8315.7;97721.0;24076.4
63;100749.1;-10060.2;96669.2;23785.6
64;99459.3;-11804.5;95483.7;23467.3
65;100396.6;-12606.5;96628.2;23777.6
66;99807.1;-11383.3;95808.1;23546.5
67;101631.1;-9375.3;97556.2;24028.3
68;102114.7;-9354.6;98096.8;24175.3
69;103462.6;-5061.5;99069.2;24448.0
70;97746.8;-14232.5;93908.4;23028.6
71;97564.9;-15322.2;93843.0;23012.9
72;99140.7;-12221.0;95190.2;23386.0
73;100120.9;-11347.8;96148.1;23645.1
74;101316.0;-9119.5;97172.5;23923.6
75;100257.3;-11938.8;96377.6;23700.6
76;96764.6;-16042.2;92997.6;22781.0
77;99053.5;-14999.8;95474.0;23466.3
78;101220.5;-9375.4;97100.0;23901.9
79;100298.7;-10624.6;96248.7;23671.9
80;100816.7;-11974.0;97008.1;23881.2
81;99557.0;-11920.2;95604.0;23492.9
82;99603.2;-11748.7;95631.8;23498.6
83;100230.6;-10718.5;96186.3;23655.5
84;100596.4;-10160.6;96515.1;23746.1
85;100174.1;-11297.8;96200.2;23660.9
86;99898.4;-12713.4;96088.8;23631.0
87;98885.2;-12543.1;94953.1;23314.3
88;100531.3;-10258.2;96456.5;23731.2
89;100051.6;-11520.5;96095.0;23633.3
90;101743.4;-8405.0;97552.0;24028.1
91;101851.6;-8214.4;97648.1;24061.1
92;100226.1;-10731.4;96183.2;23655.3
93;99339.7;-11984.7;95376.2;23435.5
94;98941.4;-12467.8;95004.8;23331.5
95;100334.1;-12428.6;96532.1;23749.7
96;100057.1;-10954.8;96027.5;23612.7
97;99389.6;-11900.0;95419.9;23447.5
98;99966.9;-11367.2;95981.7;23600.5
99;98967.4;-12436.3;95029.4;23340.9
100;100680.2;-12471.0;96926.3;23858.7
101;99234.0;-12086.0;95274.1;23406.4
102;101887.4;-8155.3;97679.9;24068.1
103;100391.6;-11749.5;96501.5;23742.3
104;100877.0;-9774.0;96772.3;23810.2
105;98152.3;-13992.5;94331.8;23144.2
106;100210.9;-10690.7;96160.9;23648.3
107;101114.4;-9355.7;96980.5;23871.7
108;98446.2;-13171.5;94553.4;23200.5
109;99396.8;-12707.2;95534.3;23479.3
110;99889.2;-11905.5;95966.9;23595.1
111;97725.1;-14697.4;93942.5;23037.9
112;100343.9;-11239.4;96377.6;23700.5
113;101117.4;-10427.1;97127.3;23914.1
114;98501.4;-13793.9;94694.7;23239.2
115;100444.2;-10754.7;96425.4;23722.9
116;97793.2;-14811.6;94034.1;23063.3
117;99758.5;-12211.7;95864.1;23559.1
118;97258.4;-16172.5;93598.2;22949.7
119;101744.2;-8340.0;97543.4;24023.1
120;100350.0;-12137.7;96509.0;23744.9
121;99721.9;-12615.7;95878.2;23562.9
122;98722.0;-12783.8;94807.1;23273.6
123;101903.3;-8535.6;97747.4;24082.8
124;103096.4;-5828.9;98748.6;24364.1
125;97026.1;-15532.9;93243.4;22850.0
126;101905.5;-8100.6;97692.7;24071.5
127;102537.4;-6941.7;98255.3;24226.8
128;100307.0;-11744.2;96407.4;23720.4
129;98055.2;-13750.7;94191.4;23102.9
130;101014.1;-11440.4;97152.6;23921.1
