CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;103205.0;-1887.6;99029.7;24448.2
2;98447.5;-10676.2;94746.4;23270.3
3;98274.8;-12985.9;94895.0;23314.1
4;97491.6;-11886.5;93850.0;23027.0
5;101276.5;-8068.4;97575.6;24049.1
6;94778.0;-17236.6;91485.6;22384.4
8;97910.6;-12702.8;94443.7;23192.3
9;100227.1;-9107.7;96523.1;23762.1
10;99048.1;-10751.6;95431.6;23465.1
11;102920.9;-2283.7;98715.2;24371.3
12;95454.2;-15022.6;91970.9;22513.7
13;99050.3;-9733.8;95286.3;23422.8
14;98722.7;-11419.0;95165.4;23396.2
15;102190.2;-3994.8;98080.0;24185.6
16;97313.4;-12929.0;93795.7;23012.9
17;99361.4;-9301.2;95573.1;23501.2
18;97898.1;-11313.6;94225.8;23130.0
19;99682.5;-9643.2;95983.6;23615.3
20;100968.8;-6697.0;97016.0;23899.2
21;97265.7;-13290.8;93795.7;23012.8
22;102177.6;-4241.4;98100.0;24191.3
23;101681.3;-5228.9;97639.1;24073.7
24;100619.4;-8401.7;96866.0;23857.5
25;101611.3;-5814.2;97639.0;24073.6
26;98256.0;-11152.3;94600.9;23229.4
27;99362.5;-10009.6;95674.6;23523.5
28;97559.1;-13164.9;94111.8;23097.4
29;98924.1;-11428.2;95395.5;23456.0
30;100838.7;-7078.7;96921.8;23871.9
31;98234.5;-11225.7;94587.0;23226.9
32;98904.3;-9841.7;95139.9;23387.0
34;97947.6;-11275.8;94276.7;23147.0
35;98328.0;-10739.4;94623.4;23238.6
36;99708.6;-8668.4;95873.6;23577.0
37;97385.7;-12083.6;93758.6;23002.7
38;100087.9;-9118.1;96364.1;23712.4
39;103407.2;-105.1;99098.7;24467.2
40;101331.4;-5994.2;97330.6;23985.0
41;99270.3;-9758.5;95536.0;23493.9
42;97870.9;-11369.6;94202.6;23121.3
43;97857.1;-13315.5;94476.4;23198.9
45;99855.8;-8429.9;96005.5;23618.7
46;98340.6;-11150.2;94694.4;23254.8
47;100149.5;-8002.8;96274.5;23690.1
49;99837.1;-9493.9;96136.9;23657.4
50;101047.5;-6532.8;97081.4;23913.5
51;100386.1;-7592.7;96484.1;23754.1
52;98910.2;-10384.4;95222.0;23408.7
53;97273.1;-12738.1;93722.5;22994.0
54;98971.9;-9928.5;95226.3;23410.2
55;99295.7;-9313.8;95503.1;23489.0
56;100986.3;-6575.8;97019.4;23901.8
57;101428.1;-6592.5;97529.0;24035.0
58;101743.2;-5075.2;97691.9;24086.3
59;100341.7;-7693.2;96448.6;23746.8
60;101305.5;-8052.8;97608.5;24058.2
61;98061.1;-11633.5;94453.6;23195.5
62;102433.5;-3531.3;98315.1;24255.9
63;100822.5;-6984.1;96890.0;23860.2
64;99107.6;-9613.0;95334.1;23437.9
65;100422.3;-9711.3;96840.6;23850.3
66;99572.1;-8944.7;95758.8;23548.5
67;102046.1;-5186.5;98077.8;24185.3
68;102742.0;-4455.0;98812.5;24393.9
70;96799.8;-12935.7;93219.8;22860.6
71;96581.5;-14040.1;93129.8;22831.4
72;98678.0;-10229.8;94940.7;23326.2
73;100001.6;-8731.2;96211.2;23680.0
74;101626.0;-5392.0;97593.6;24054.8
75;100218.0;-9147.5;96518.7;23760.6
76;95522.2;-14918.2;92037.1;22533.4
78;101512.4;-5778.2;97511.0;24031.3
79;100237.3;-7856.9;96352.7;23711.7
80;101008.4;-8756.1;97368.6;23999.1
81;99229.4;-9669.7;95477.6;23481.7
82;99297.7;-9441.8;95522.0;23491.4
83;100142.4;-8004.5;96267.0;23689.4
84;100627.5;-7197.1;96699.6;23806.8
85;100080.6;-8640.2;96286.3;23693.4
86;99743.5;-10189.0;96136.8;23657.2
87;98337.9;-10688.8;94627.5;23238.7
88;100563.0;-7303.8;96642.2;23795.6
89;99908.9;-8970.4;96141.1;23658.6
90;102183.8;-4019.8;98075.6;24185.0
91;102341.3;-3604.1;98211.1;24227.6
92;100134.2;-8024.6;96260.9;23689.2
93;98942.9;-9863.3;95185.4;23398.8
94;98409.0;-10590.2;94692.2;23254.5
95;100343.4;-9582.2;96728.9;23814.9
96;99909.8;-8357.2;96056.3;23637.2
97;99010.0;-9752.2;95244.9;23415.1
98;99786.3;-8862.0;95987.7;23616.5
99;98447.4;-10548.0;94728.4;23261.9
100;100815.0;-9325.7;97234.3;23966.2
101;98788.2;-10044.4;95039.2;23362.3
102;102386.2;-3483.7;98249.5;24239.5
103;100396.8;-8903.1;96685.9;23805.7
104;100999.3;-6585.5;97035.1;23904.8
105;97377.5;-12499.6;93806.3;23014.9
106;100116.3;-7983.3;96235.2;23683.5
107;101330.3;-5952.2;97323.5;23982.8
108;97737.1;-11578.6;94081.6;23090.1
109;99043.6;-10564.4;95398.7;23456.3
110;99697.8;-9435.1;95970.5;23612.7
111;96794.4;-13377.1;93273.8;22872.1
112;100311.1;-8440.2;96518.7;23760.5
113;101387.7;-6979.4;97538.7;24040.1
114;97813.1;-12181.3;94254.0;23141.4
115;100440.0;-7900.8;96587.4;23783.2
116;96889.9;-13458.6;93393.5;22906.9
117;99531.4;-9821.0;95837.8;23566.7
118;96187.7;-14934.5;92809.7;22740.8
119;102173.8;-3957.4;98055.9;24182.7
120;100349.6;-9332.2;96697.4;23806.6
121;99497.4;-10210.0;95858.3;23573.1
122;98106.3;-11037.8;94420.1;23185.8
123;102437.3;-3771.6;98354.0;24263.0
125;95851.1;-14401.3;92345.6;22611.5
126;102413.0;-3365.4;98267.5;24248.3
127;103322.1;-733.1;99036.0;24450.6
128;100271.9;-8967.9;96554.1;23775.2
129;97222.7;-12303.8;93606.5;22965.3
130;101276.1;-8045.6;97571.4;24046.8
131;99334.4;-9435.6;95561.2;23497.7
132;98381.3;-11279.9;94759.3;23274.8
133;96972.2;-13901.7;93553.7;22954.4
134;100914.3;-6731.5;96958.8;23881.1
135;101411.2;-6085.0;97435.6;24012.9
136;98438.7;-10563.0;94721.0;23261.2
137;100576.2;-8972.0;96902.8;23864.4
138;97346.7;-12130.8;93721.3;22992.6
139;101466.9;-5727.8;97450.4;24017.3
140;99836.5;-8509.5;95995.0;23617.0
141;99094.6;-11181.4;95550.6;23495.8
142;99471.8;-9403.1;95709.9;23535.1
143;101325.9;-7738.9;97582.9;24051.6
144;100985.6;-8824.4;97352.4;23991.3
145;100886.4;-6682.5;96920.7;23871.8
146;100033.9;-8171.1;96168.8;23664.3
147;99915.3;-8320.4;96057.4;23638.2
148;100964.4;-7207.4;97082.5;23913.7
149;100246.2;-7847.6;96360.9;23712.1
150;101195.3;-6237.6;97208.8;23953.8
151;99083.0;-9644.1;95310.7;23429.9
152;94643.3;-16604.6;91231.5;22307.1
153;101929.0;-4951.9;97898.1;24135.9
155;100684.7;-7125.0;96753.8;23819.8
156;99527.3;-8983.0;95714.1;23535.4
157;99460.6;-9059.8;95650.1;23517.2
158;99433.8;-9493.6;95680.1;23527.2
159;99789.7;-8522.4;95944.9;23606.1
160;97288.5;-12796.8;93749.0;23001.8
161;98424.1;-12004.0;94916.3;23321.0
162;97651.3;-11681.1;94000.3;23070.1
163;100181.0;-8548.3;96387.7;23730.8
164;98885.0;-11346.9;95337.3;23438.2
165;100796.0;-6949.9;96856.3;23855.3
166;99370.8;-9199.4;95569.9;23499.8
167;101855.7;-4837.2;97792.2;24107.8
168;100202.7;-7927.1;96322.9;23698.9
170;95764.1;-14530.0;92264.3;22593.9
171;98389.0;-10613.2;94673.2;23249.0
172;101318.3;-8128.8;97639.1;24073.7
174;99220.5;-9423.0;95433.7;23465.3
175;99757.1;-9094.8;95987.7;23616.5
176;99096.8;-10636.5;95470.2;23479.0
177;102637.6;-2778.2;98463.3;24295.8
178;99071.8;-10063.0;95357.3;23446.7
179;101066.1;-7223.8;97201.6;23951.4
180;99062.8;-9652.0;95289.6;23425.2
181;97075.1;-12521.7;93470.4;22926.3
182;100417.3;-7569.6;96515.5;23760.3
183;100719.1;-7649.1;96868.1;23857.6
184;102549.6;-3028.6;98387.8;24273.0
185;99511.7;-8991.9;95698.0;23531.6
186;98448.2;-10562.2;94731.7;23267.3
187;100671.8;-8786.8;96984.0;23886.1
188;100190.6;-8380.5;96372.8;23715.4
189;100335.4;-7700.2;96442.0;23741.9
190;99581.6;-8890.0;95762.1;23549.9
191;102252.5;-3826.2;98132.5;24202.7
192;100539.7;-7353.2;96623.4;23792.3
194;101989.0;-5363.4;98034.9;24179.1
195;100910.4;-8185.5;97165.5;23936.1
196;96331.8;-13601.2;92783.1;22731.5
197;101018.3;-6569.8;97053.9;23908.2
198;100646.6;-7186.6;96719.6;23813.4
199;101498.6;-5638.8;97475.3;24023.7
200;101920.2;-5096.5;97908.7;24139.8
201;98677.6;-11531.7;95131.5;23385.3
202;101433.5;-6348.3;97499.6;24028.7
203;98528.8;-10660.9;94835.1;23302.2
205;96953.2;-12710.3;93360.0;22897.1
206;95866.6;-15599.4;92534.6;22661.0
207;96275.8;-13723.6;92737.1;22721.8
208;97868.0;-11377.2;94200.3;23119.7
209;97190.4;-13585.5;93754.4;23002.4
211;98734.7;-12087.5;95280.9;23421.1
212;96930.3;-12764.2;93341.6;22891.0
213;102076.2;-4684.4;98041.2;24179.6
214;98267.4;-12297.0;94784.3;23280.8
215;97020.1;-13458.0;93541.9;22949.1
216;101628.7;-5369.1;97593.6;24054.7
217;100948.7;-7383.2;97090.0;23915.5
218;98816.4;-10040.8;95069.6;23368.4
219;102807.6;-2258.2;98604.2;24331.3
220;99853.0;-9473.7;96151.9;23661.9
221;103213.5;-1709.9;99016.0;24445.0
222;100818.5;-6837.8;96866.0;23857.6
223;103137.2;-1636.2;98899.0;24413.6
224;99812.4;-9538.3;96115.8;23652.6
225;97181.5;-12420.5;93576.0;22957.4
227;98596.8;-10327.7;94865.0;23310.0
228;99318.1;-9288.3;95524.2;23491.7
229;98275.5;-10789.8;94572.0;23222.4
230;99309.8;-9276.5;95513.7;23490.9
231;100261.5;-7829.2;96376.0;23717.7
232;100177.2;-7948.0;96297.7;23694.0
233;101145.7;-6350.5;97167.7;23938.4
235;99298.8;-10510.8;95677.9;23525.9
236;97069.6;-13117.8;93548.3;22952.9
238;98346.4;-10662.8;94633.0;23239.6
240;101506.7;-5769.5;97502.7;24028.9
241;98456.1;-12001.5;94952.4;23331.3
242;98740.6;-12223.8;95308.7;23429.7
243;99699.1;-8853.1;95887.8;23579.9
244;96739.2;-13429.4;93219.8;22860.6
245;97890.2;-11564.0;94251.8;23141.1
246;101181.4;-6269.5;97197.1;23948.6
247;100928.6;-7487.5;97082.5;23913.7
248;98794.2;-10065.8;95048.7;23364.9
250;96938.6;-13181.4;93408.3;22909.1
251;98951.3;-10213.9;95243.8;23415.0
252;99250.4;-9379.1;95461.7;23478.3
253;93919.2;-18056.8;90548.0;22117.1
255;100127.0;-10464.0;96617.0;23789.8
256;97536.3;-11890.0;93900.5;23041.3
258;100951.2;-6853.2;97018.3;23901.6
259;100669.8;-7158.4;96741.5;23816.9
260;98479.1;-10475.0;94753.9;23274.2
261;99958.8;-8324.4;96106.4;23651.0
262;96531.2;-13322.4;92972.2;22790.4
263;101288.0;-7107.9;97440.8;24014.3
264;98790.3;-11069.8;95188.4;23398.8
265;99930.8;-8955.4;96163.4;23663.7
266;102137.6;-5319.0;98213.4;24229.1
267;100330.1;-7772.1;96446.5;23746.6
268;100127.2;-9138.6;96414.1;23735.0
269;100289.6;-8004.5;96432.6;23741.3
270;97946.9;-12836.4;94504.1;23204.4
271;101242.9;-7992.8;97523.7;24034.6
272;102957.6;-3004.1;98869.6;24405.4
273;101163.9;-7564.6;97365.3;23997.6
274;101514.0;-6408.3;97607.5;24058.2
275;97780.8;-12246.2;94226.9;23130.1
276;97843.3;-11863.8;94242.0;23137.9
277;96715.3;-13048.2;93140.2;22836.1
278;102405.9;-3388.1;98261.2;24245.7
279;99197.5;-9457.0;95413.1;23461.3
280;102709.7;-3038.6;98592.5;24330.1
281;98088.2;-11026.9;94398.3;23175.5
282;98541.7;-12067.4;95060.3;23366.8
283;99597.9;-10968.5;96091.3;23648.2
284;101718.1;-5144.2;97671.0;24080.8
285;99855.0;-8538.4;96019.6;23625.4
286;100171.7;-8171.6;96321.7;23698.5
287;99775.0;-8636.4;95943.8;23606.0
288;99829.0;-10290.9;96250.0;23685.8
289;97180.7;-13695.2;93759.7;23002.9
290;99914.6;-8341.5;96059.7;23639.8
291;99351.0;-9216.6;95550.6;23495.8
292;99478.7;-9937.6;95795.8;23558.6
293;100797.5;-6877.8;96848.0;23853.9
294;98115.5;-12240.5;94604.3;23231.9
295;99451.7;-9804.6;95744.8;23544.0
296;99110.8;-9609.9;95337.2;23438.0
297;100413.1;-8966.0;96713.3;23812.9
