CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;84966.0;-13274.1;80893.0;17762.4
2;83506.3;-15385.6;79587.8;17434.6
3;83342.2;-17033.7;79628.6;17443.0
4;83207.1;-15719.1;79308.4;17365.9
5;84313.9;-15314.3;80452.9;17649.2
6;82304.2;-17808.6;78594.1;17180.7
7;85108.3;-12712.4;80976.0;17784.8
8;83277.2;-16541.0;79490.8;17411.0
9;84021.7;-15269.4;80129.9;17571.3
10;83662.3;-15712.3;79797.4;17482.7
11;84896.3;-13065.3;80792.3;17741.5
12;82555.5;-16735.4;78732.7;17215.6
13;83692.8;-15070.0;79748.1;17469.1
14;83549.1;-16040.5;79719.2;17462.1
15;84683.3;-13421.7;80606.4;17692.4
16;83123.5;-16312.2;79295.1;17363.1
17;83801.7;-14925.7;79846.9;17494.5
18;83331.0;-15532.7;79418.4;17394.4
19;83882.7;-15282.7;79979.6;17527.0
20;84304.0;-14109.4;80284.5;17609.6
21;83094.8;-16550.0;79295.1;17363.1
22;84666.7;-13599.4;80610.9;17693.1
23;84530.8;-13686.6;80474.4;17653.4
24;84150.0;-15024.8;80236.0;17596.7
25;84494.5;-13996.2;80474.4;17653.4
26;83440.0;-15587.8;79542.4;17424.0
27;83785.2;-15339.0;79882.2;17499.7
28;83167.3;-16654.4;79386.7;17382.7
29;83598.6;-16157.3;79788.6;17478.5
30;84256.1;-14261.5;80252.2;17600.4
31;83429.7;-15625.0;79536.1;17423.5
32;83664.3;-15007.9;79709.7;17460.3
33;83216.0;-17411.1;79541.3;17423.8
34;83349.0;-15558.9;79440.9;17399.6
35;83474.8;-15335.6;79548.0;17426.8
36;83906.8;-14645.3;79925.2;17515.5
37;83178.2;-15790.5;79286.3;17360.2
38;83988.9;-15159.9;80080.2;17559.0
39;85025.5;-12922.9;80913.5;17769.6
40;84424.6;-13845.3;80380.5;17631.5
41;83767.6;-15128.6;79836.0;17491.3
42;83327.1;-15546.5;79416.0;17393.8
43;83222.0;-17016.6;79495.5;17411.9
44;85078.9;-12728.6;80946.8;17780.5
45;83971.1;-14550.9;79981.0;17527.5
46;83468.9;-15594.8;79574.6;17432.0
47;84049.3;-14437.8;80052.2;17553.3
48;85338.8;-12370.5;81183.6;17833.6
49;83912.0;-15275.3;80011.1;17538.9
50;84331.0;-14041.4;80305.1;17615.8
51;84127.2;-14270.7;80118.1;17569.1
52;83642.6;-15373.8;79732.7;17465.1
53;83120.1;-16162.7;79271.2;17353.5
54;83672.9;-15134.8;79734.8;17466.3
55;83787.4;-14859.6;79823.2;17489.2
56;84320.7;-13992.6;80287.7;17609.9
57;84422.3;-14338.0;80440.7;17646.5
58;84543.7;-13653.2;80484.7;17659.2
59;84115.0;-14326.7;80111.5;17564.2
60;84319.8;-15345.8;80463.7;17652.4
61;83367.3;-15814.7;79492.1;17411.4
62;84735.5;-13473.0;80669.5;17708.7
63;84252.4;-14215.7;80242.5;17599.3
64;83716.9;-14964.7;79761.2;17474.6
65;84030.3;-15945.8;80228.4;17593.8
66;83868.0;-14801.0;79902.3;17506.6
67;84606.7;-14059.9;80605.3;17692.3
68;84779.0;-14312.9;80826.7;17751.0
69;85403.7;-12163.9;81230.1;17848.7
70;82984.9;-16073.1;79114.3;17314.1
71;82886.5;-16711.0;79091.1;17309.0
72;83595.9;-15137.4;79652.7;17445.5
73;83989.2;-14833.9;80037.9;17546.4
74;84507.0;-13767.1;80459.3;17650.8
75;84014.8;-15311.5;80127.8;17571.1
76;82588.5;-16696.1;78763.5;17221.1
77;83438.3;-17225.1;79758.8;17473.0
78;84467.4;-13888.7;80432.2;17644.9
79;84078.0;-14388.1;80077.0;17558.7
80;84213.8;-15643.4;80388.4;17634.8
81;83759.7;-15059.7;79818.6;17488.4
82;83780.3;-14972.2;79829.6;17489.7
83;84050.1;-14426.9;80052.0;17553.0
84;84199.8;-14182.7;80182.0;17584.0
85;84012.5;-14803.2;80059.6;17556.8
86;83853.2;-15751.3;80011.0;17538.8
87;83478.5;-15303.9;79548.0;17426.9
88;84183.3;-14210.5;80167.5;17578.0
89;83955.5;-14927.9;80013.2;17539.0
90;84677.7;-13436.3;80602.2;17692.1
91;84727.2;-13352.3;80645.2;17701.4
92;84047.4;-14444.1;80051.0;17552.9
93;83673.5;-15049.3;79724.6;17463.6
94;83504.1;-15264.6;79570.5;17431.9
95;84019.6;-15726.8;80188.6;17584.8
96;83984.3;-14541.4;79994.2;17532.2
97;83688.6;-15009.6;79736.1;17466.6
98;83938.8;-14809.6;79979.7;17527.1
99;83519.2;-15246.9;79584.4;17434.1
100;84146.8;-15935.4;80354.6;17624.8
101;83633.0;-15072.4;79684.3;17454.1
102;84737.3;-13337.6;80654.3;17704.0
103;84069.8;-15215.1;80177.7;17582.6
104;84323.5;-14013.2;80293.0;17611.3
105;83157.4;-16058.4;79298.4;17363.4
106;84040.6;-14410.3;80039.3;17547.0
107;84427.8;-13808.2;80379.5;17631.5
108;83281.1;-15632.1;79376.9;17381.5
109;83670.2;-15578.1;79788.6;17478.6
110;83898.8;-15116.3;79976.2;17526.4
111;82969.0;-16348.7;79132.4;17317.6
112;84072.6;-14824.8;80126.8;17571.0
113;84399.4;-14562.6;80445.0;17647.0
114;83275.6;-16076.2;79428.3;17395.6
115;84130.2;-14517.6;80151.3;17574.3
116;82997.6;-16441.9;79175.3;17326.5
117;83822.8;-15322.3;79921.0;17512.9
