CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;20969.0;-2779.9;20147.9;-352.5
2;14747.5;-1406.7;13928.2;-690.0
3;14971.4;-1778.1;14163.4;-677.8
4;13553.7;1414.7;12645.1;-758.1
5;18794.9;-4081.6;18040.0;-468.6
7;21323.3;-2370.1;20483.2;-336.5
8;14356.1;-661.3;13513.8;-712.3
9;17268.9;-3917.8;16519.6;-549.7
10;15715.7;-2775.6;14937.1;-637.7
11;20500.7;-3225.9;19700.5;-380.6
13;15519.2;-2543.2;14734.0;-645.7
14;15356.1;-2333.0;14564.8;-654.7
15;19551.2;-3845.2;18781.6;-433.6
16;13488.8;1630.0;12573.0;-764.1
17;15921.8;-2992.4;15149.3;-625.7
18;14054.4;22.2;13190.5;-727.6
19;16506.7;-3498.8;15747.9;-594.7
20;17999.3;-4105.9;17251.2;-510.6
21;13486.1;1640.0;12570.0;-763.1
22;19584.8;-3830.4;18814.7;-430.6
23;18896.4;-4066.4;18140.1;-467.6
24;17775.7;-4070.5;17028.0;-522.6
25;18892.5;-4067.4;18136.1;-468.6
26;14562.7;-1068.6;13733.0;-699.2
27;16058.3;-3119.7;15289.5;-614.7
28;13905.2;398.8;13029.4;-734.7
29;15667.3;-2716.5;14887.1;-637.7
30;17856.7;-4089.8;17109.1;-519.6
31;14538.7;-1031.8;13708.0;-703.2
32;15322.3;-2283.3;14529.8;-650.7
33;14551.0;-1055.5;13721.0;-703.2
34;14139.0;-186.8;13281.6;-727.5
35;14595.8;-1132.3;13768.1;-697.1
36;16356.7;-3371.2;15594.7;-592.7
37;13446.6;1773.6;12525.9;-764.2
38;17036.7;-3813.7;16285.4;-560.7
39;21076.5;-2663.2;20250.0;-345.5
40;18440.6;-4115.2;17689.7;-483.6
41;15871.2;-2941.0;15097.3;-628.7
42;14029.5;85.3;13163.5;-729.6
43;14390.2;-728.4;13549.9;-710.3
44;21165.9;-2571.8;20335.1;-345.5
45;16530.3;-3516.0;15771.9;-593.7
46;14683.2;-1285.8;13860.2;-691.0
47;16916.8;-3755.2;16164.3;-568.7
48;22386.4;-772.4;21473.1;-282.5
49;16715.6;-3631.1;15960.1;-577.7
50;18097.6;-4117.4;17349.3;-504.6
51;17215.2;-3899.2;16465.5;-554.7
52;15441.1;-2445.7;14652.9;-654.7
53;13377.0;2007.2;12448.9;-766.2
54;15445.0;-2451.5;14656.9;-654.7
55;15825.5;-2890.5;15050.2;-628.7
56;18007.3;-4104.1;17259.3;-507.6
57;18719.6;-4092.3;17965.9;-469.6
58;18976.6;-4051.4;18219.1;-463.6
59;17172.7;-3876.8;16422.5;-555.7
60;18846.4;-4075.3;18091.0;-466.6
61;14377.8;-706.8;13536.9;-711.3
62;19892.0;-3656.8;19112.9;-409.6
63;17804.8;-4074.7;17057.1;-520.6
64;15581.1;-2619.5;14798.0;-644.7
65;17736.0;-4047.3;16988.0;-523.6
66;16184.2;-3236.5;15418.6;-609.7
67;19546.2;-3849.3;18776.6;-436.6
68;20665.6;-3082.5;19858.6;-371.5
69;22644.0;-238.8;21706.3;-269.5
70;12757.1;4471.5;11747.2;-804.8
71;12639.7;5015.4;11613.1;-812.9
72;15033.6;-1870.8;14228.5;-670.7
73;16834.8;-3711.1;16081.2;-575.7
74;18824.3;-4079.1;18069.0;-469.6
75;17259.9;-3920.2;16510.6;-553.7
77;15562.7;-2600.0;14779.0;-646.7
78;18688.3;-4098.9;17934.9;-474.6
79;17020.7;-3808.0;16269.4;-561.7
80;18503.9;-4114.2;17752.7;-479.6
81;15786.7;-2854.7;15010.2;-635.7
82;15847.9;-2908.3;15073.3;-623.7
83;16903.1;-3744.5;16150.2;-568.7
84;17521.9;-4007.6;16773.8;-537.6
85;16935.6;-3767.4;16183.3;-570.7
86;16714.6;-3629.0;15959.1;-576.7
87;14597.5;-1137.4;13770.1;-697.1
88;17428.1;-3982.9;16679.7;-545.6
89;16721.5;-3634.0;15966.1;-576.7
90;19539.0;-3848.4;18769.6;-433.6
91;19740.4;-3747.2;18965.8;-420.6
92;16899.2;-3739.1;16146.2;-566.7
93;15381.1;-2362.1;14590.8;-649.7
94;14673.7;-1268.3;13850.2;-691.1
95;17556.7;-4017.3;16808.8;-533.6
96;16602.1;-3559.1;15845.0;-583.7
97;15463.4;-2470.4;14675.9;-650.7
98;16510.6;-3499.2;15751.9;-592.7
99;14728.4;-1376.8;13908.2;-692.0
100;18319.6;-4116.8;17569.5;-490.6
101;15187.8;-2104.7;14389.6;-665.7
102;19811.5;-3707.2;19034.9;-415.6
103;17497.0;-4003.5;16748.8;-542.6
104;18030.5;-4106.7;17282.3;-507.6
105;13501.2;1583.0;12587.0;-764.1
106;16855.6;-3716.8;16102.2;-569.7
107;18438.5;-4113.1;17687.6;-481.6
108;13857.2;524.8;12977.4;-738.8
109;15669.2;-2718.2;14889.1;-636.7
110;16481.1;-3481.8;15721.9;-596.7
111;12817.1;4204.3;11815.3;-806.7
112;17259.9;-3920.2;16510.6;-553.7
113;18737.2;-4082.8;17982.9;-466.6
114;14103.0;-90.9;13242.6;-725.6
115;17350.7;-3939.3;16601.7;-538.6
116;12960.9;3594.6;11979.4;-793.6
117;16285.9;-3322.9;15522.7;-601.7
118;12234.3;7349.8;11136.7;-840.8
119;19517.5;-3852.8;18748.6;-430.6
120;17515.7;-4006.2;16767.8;-536.6
121;16323.2;-3351.0;15560.7;-598.7
122;14323.5;-586.2;13478.8;-712.4
123;19950.9;-3620.1;19170.0;-406.6
124;21979.2;-1469.2;21097.8;-305.5
126;19845.7;-3681.5;19067.9;-410.6
127;20984.4;-2772.5;20162.9;-355.5
