CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;102101.3;-4667.9;98238.4;24259.4
2;96210.4;-14363.5;92921.2;22860.6
3;96373.3;-14341.8;93124.2;22911.1
4;95020.2;-16038.0;91814.4;22564.7
5;99987.0;-9389.2;96429.9;23794.1
8;95788.8;-15156.6;92568.4;22764.0
9;98569.0;-11419.0;95123.4;23440.2
10;97099.0;-13355.4;93771.6;23082.6
11;101672.3;-5778.1;97852.8;24152.8
13;96948.5;-13400.2;93601.7;23034.8
14;96764.1;-13796.0;93467.3;22998.5
15;100776.6;-7683.3;97066.2;23944.7
16;94937.3;-16309.3;91758.9;22550.3
17;97312.9;-12937.8;93938.1;23126.1
18;95521.2;-15325.5;92280.4;22687.3
19;97879.0;-12331.5;94484.1;23270.5
20;99308.9;-10180.0;95756.5;23598.2
21;94927.3;-16369.5;91757.8;22550.2
22;100808.1;-7673.0;97102.5;23953.7
23;100151.7;-8825.4;96512.2;23809.8
24;99061.0;-10729.9;95569.6;23549.4
25;100131.5;-8949.8;96510.1;23809.7
26;96011.9;-14641.4;92742.8;22815.6
27;97433.3;-12886.2;94070.3;23166.7
28;95335.7;-15807.0;92146.0;22654.8
29;97047.2;-13474.7;93736.9;23068.6
30;99165.2;-10421.7;95632.1;23564.9
31;95989.9;-14681.2;92723.6;22809.8
32;96771.6;-13600.2;93435.4;22991.8
33;95951.5;-14896.0;92734.3;22813.8
34;95608.4;-15192.8;92361.8;22712.8
35;96052.1;-14532.0;92770.8;22824.3
36;97766.5;-12339.0;94352.3;23236.0
37;94909.4;-16212.2;91712.0;22533.2
38;98353.1;-11695.0;94920.3;23386.2
39;102213.1;-4252.5;98313.2;24279.6
40;99735.2;-9505.0;96137.9;23709.8
41;97254.8;-13067.6;93895.2;23114.0
42;95502.9;-15359.4;92263.8;22679.0
43;95810.2;-15141.3;92598.7;22773.2
44;102323.9;-3790.1;98397.7;24302.3
45;97932.5;-12112.2;94503.3;23275.3
46;96129.5;-14482.0;92855.2;22848.0
47;98277.4;-11635.8;94818.5;23363.4
49;98070.3;-12083.4;94661.9;23318.8
50;99393.5;-10040.6;95831.7;23623.9
51;98566.0;-11234.5;95080.9;23429.4
52;96860.2;-13579.0;93534.1;23020.4
53;94829.0;-16442.7;91651.7;22519.1
54;96878.4;-13499.2;93539.6;23021.0
55;97231.9;-13031.8;93861.7;23105.3
56;99316.3;-10157.4;95761.0;23599.9
57;99959.7;-9314.2;96368.7;23770.1
58;100225.0;-8704.1;96577.7;23823.3
59;98523.5;-11296.6;95043.0;23420.5
60;100031.8;-9313.4;96471.2;23801.8
61;95827.7;-14968.8;92580.5;22768.6
62;101084.1;-7127.0;97345.7;24023.4
63;99130.0;-10451.4;95595.9;23557.5
64;97010.0;-13319.2;93657.3;23046.1
65;98991.9;-10912.5;95533.9;23539.7
66;97590.7;-12569.8;94192.2;23201.8
67;100731.2;-7928.4;97057.0;23944.3
68;101736.3;-5849.9;97969.1;24196.0
70;94195.0;-17495.7;91046.4;22365.3
71;94049.2;-17964.1;90931.9;22342.4
72;96487.2;-13954.3;93172.9;22922.1
73;98173.7;-11869.9;94740.3;23339.0
74;100085.7;-8946.7;96454.1;23800.1
75;98560.5;-11433.5;95117.0;23439.5
77;96926.9;-13606.3;93641.1;23041.3
78;99962.5;-9189.8;96348.3;23764.0
79;98376.3;-11504.8;94908.7;23383.4
80;99714.0;-9831.8;96188.4;23724.6
81;97189.6;-13129.3;93830.7;23099.4
82;97245.0;-13037.0;93877.9;23110.1
83;98265.8;-11654.2;94807.9;23357.5
84;98864.3;-10820.8;95352.2;23493.2
85;98278.0;-11729.9;94836.5;23368.0
86;98048.5;-12170.8;94657.7;23318.6
87;96054.0;-14524.4;92771.9;22824.5
88;98772.7;-10945.1;95269.0;23474.8
89;98086.7;-12007.0;94664.1;23319.1
90;100761.4;-7708.4;97052.7;23942.9
91;100957.3;-7340.8;97226.6;23988.7
92;98262.2;-11662.2;94804.8;23354.2
93;96819.9;-13550.6;93481.7;23004.4
94;96136.9;-14392.0;92847.9;22847.6
95;98838.0;-11116.2;95386.9;23500.9
96;97989.6;-12038.5;94556.0;23288.9
97;96892.3;-13459.2;93548.4;23023.2
98;97903.8;-12208.6;94487.2;23270.8
99;96196.0;-14361.1;92903.9;22856.8
100;99546.8;-10095.4;96042.6;23677.4
101;96640.3;-13763.7;93314.7;22958.7
102;101022.1;-7202.7;97283.5;24010.3
103;98799.2;-11117.5;95336.3;23490.9
104;99337.8;-10125.2;95780.8;23606.2
105;94953.8;-16214.9;91764.7;22553.5
106;98219.8;-11711.6;94764.6;23344.0
107;99732.6;-9502.7;96134.8;23709.5
108;95322.0;-15607.4;92096.1;22641.6
109;97075.3;-13367.4;93744.1;23069.9
110;97861.8;-12328.7;94462.7;23267.5
111;94245.9;-17474.9;91105.6;22382.0
112;98580.0;-11333.5;95116.9;23439.4
113;99970.2;-9343.0;96388.5;23774.5
114;95546.4;-15410.3;92325.4;22703.5
115;98689.2;-11138.5;95205.5;23454.5
116;94390.9;-17211.5;91247.3;22419.9
117;97679.2;-12593.3;94299.5;23223.5
119;100740.0;-7733.1;97031.8;23938.4
120;98801.4;-11147.1;95348.0;23493.0
121;97703.5;-12596.2;94331.6;23230.5
122;95784.4;-14934.0;92524.1;22756.8
123;101130.0;-7082.8;97395.0;24033.2
126;101052.5;-7139.2;97309.8;24016.4
127;102137.1;-4432.5;98245.8;24260.9
128;98627.7;-11341.7;95175.9;23450.9
129;94710.4;-16534.4;91527.0;22484.4
130;99979.5;-9404.8;96422.6;23792.7
131;97290.2;-12985.3;93920.8;23122.3
132;96213.4;-14395.9;92938.4;22864.3
133;94599.7;-16938.0;91456.7;22469.0
134;99224.8;-10290.6;95678.6;23581.9
135;99865.5;-9353.2;96264.1;23744.4
136;96188.7;-14372.4;92897.3;22856.0
137;99093.9;-10731.6;95613.9;23560.0
138;94836.7;-16325.7;91644.4;22518.7
139;99897.8;-9255.0;96284.2;23749.1
140;97916.3;-12140.1;94489.7;23273.4
141;97237.1;-13227.2;93912.0;23120.1
142;97509.3;-12729.8;94126.5;23177.2
143;100003.9;-9345.8;96438.3;23795.8
144;99688.3;-9869.1;96166.0;23719.5
145;99173.2;-10358.0;95630.0;23564.8
146;98138.7;-11831.2;94692.3;23328.4
147;97991.3;-12033.2;94557.0;23289.0
148;99374.2;-10169.4;95832.9;23624.1
149;98384.3;-11493.1;94916.1;23384.8
150;99576.5;-9762.3;95995.7;23665.5
151;96984.4;-13350.8;93633.5;23040.5
153;100509.2;-8243.9;96840.3;23890.2
155;98946.5;-10704.8;95427.1;23512.4
156;97526.1;-12654.2;94131.7;23177.6
157;97424.2;-12777.2;94037.3;23155.8
158;97459.3;-12793.9;94080.9;23168.5
159;97852.8;-12218.2;94430.6;23259.3
160;94873.6;-16386.3;91695.2;22530.0
