CASO;pATIVA;pREATIVA;dATIVA;dREATIVA
1;18039.8;-5678.4;17438.4;-501.6
2;15539.6;-5668.9;14950.2;-634.7
3;15631.9;-5707.5;15043.2;-630.7
4;15033.6;-5414.2;14438.7;-661.7
5;17184.6;-5868.3;16592.6;-542.6
6;13697.0;-4241.6;13071.4;-736.7
7;18173.2;-5633.8;17569.5;-491.6
8;15373.9;-5599.6;14783.0;-646.7
9;16571.5;-5914.4;15984.1;-578.7
10;15940.6;-5811.1;15353.5;-613.7
11;17854.3;-5723.8;17255.3;-507.6
12;13955.3;-4531.8;13337.7;-722.5
13;15856.0;-5771.3;15268.4;-611.7
14;15791.4;-5752.2;15203.4;-619.7
15;17490.2;-5814.9;16894.9;-525.6
16;15000.1;-5390.6;14404.7;-661.7
17;16028.5;-5834.7;15441.6;-609.7
18;15246.2;-5535.3;14653.9;-654.7
19;16266.5;-5886.2;15679.8;-600.7
20;16873.3;-5911.7;16284.4;-559.7
21;15000.1;-5389.6;14404.7;-660.7
22;17497.3;-5816.3;16901.9;-528.6
23;17225.9;-5872.2;16633.7;-542.6
24;16776.6;-5918.4;16188.3;-568.7
25;17225.9;-5872.2;16633.7;-542.6
26;15462.1;-5635.2;14872.1;-637.7
27;16078.5;-5837.9;15491.6;-600.7
28;15185.6;-5501.6;14592.8;-653.7
29;15917.7;-5801.8;15330.5;-612.7
30;16806.9;-5914.0;16218.3;-563.7
31;15452.3;-5632.4;14862.1;-639.7
32;15775.3;-5749.4;15187.4;-620.7
33;15459.2;-5636.0;14869.1;-639.7
34;15281.8;-5550.3;14689.9;-648.7
35;15475.0;-5641.6;14885.1;-637.7
36;16202.5;-5859.1;15615.8;-589.7
37;14985.2;-5385.6;14389.6;-665.7
38;16477.1;-5909.1;15890.0;-585.7
39;18079.3;-5671.2;17477.5;-500.6
40;17047.9;-5900.9;16457.5;-553.7
41;16005.5;-5828.3;15418.6;-610.7
42;15233.3;-5526.7;14640.9;-652.7
43;15388.8;-5605.2;14798.0;-644.7
44;18116.1;-5653.9;17513.5;-495.6
45;16277.4;-5889.6;15690.8;-599.7
46;15510.9;-5655.3;14921.1;-635.7
47;16428.8;-5901.9;15842.0;-584.7
48;18578.7;-5486.4;17967.9;-471.6
49;16351.7;-5897.4;15764.9;-594.7
50;16907.6;-5908.8;16318.4;-557.7
51;16546.5;-5909.1;15959.1;-577.7
52;15823.2;-5760.2;15235.4;-614.7
53;14957.5;-5370.0;14361.6;-667.7
54;15827.2;-5764.4;15239.4;-616.7
55;15985.6;-5822.7;15398.6;-610.7
56;16875.3;-5911.2;16286.4;-559.7
57;17154.2;-5876.3;16562.6;-545.6
58;17258.3;-5868.8;16665.7;-542.6
59;16536.3;-5912.1;15949.1;-580.7
60;17206.7;-5870.9;16614.7;-540.6
61;15381.8;-5600.8;14791.0;-643.7
62;17621.8;-5784.9;17025.0;-521.6
63;16790.6;-5919.1;16202.3;-567.7
64;15887.1;-5784.1;15299.5;-614.7
65;16764.5;-5918.6;16176.3;-568.7
66;16133.4;-5851.4;15546.7;-598.7
67;17487.3;-5815.7;16891.9;-526.6
68;17920.9;-5711.5;17321.3;-506.6
69;18676.0;-5438.6;18063.0;-464.6
70;14676.1;-5173.6;14075.4;-680.9
71;14626.9;-5138.4;14025.3;-684.9
72;15658.7;-5713.3;15070.3;-624.7
73;16397.7;-5902.7;15810.9;-589.7
74;17193.7;-5868.1;16601.7;-538.6
75;16567.5;-5914.4;15980.1;-579.7
76;13999.0;-4579.0;13382.7;-720.4
77;15879.1;-5781.3;15291.5;-614.7
78;17143.9;-5886.7;16552.6;-546.6
79;16472.1;-5906.4;15885.0;-583.7
80;17069.0;-5898.1;16478.5;-550.7
81;15973.6;-5818.3;15386.5;-610.7
82;15994.5;-5826.7;15407.6;-610.7
83;16422.8;-5901.8;15836.0;-585.7
84;16675.9;-5920.0;16088.2;-571.7
85;16437.0;-5899.5;15850.0;-583.7
86;16349.7;-5897.2;15762.9;-594.7
87;15475.0;-5641.6;14885.1;-637.7
88;16635.8;-5915.6;16048.2;-573.7
89;16356.7;-5900.4;15769.9;-595.7
90;17483.2;-5815.8;16887.9;-525.6
91;17558.0;-5800.4;16962.0;-524.6
92;16422.8;-5901.8;15836.0;-585.7
93;15799.3;-5756.5;15211.4;-619.7
94;15509.9;-5653.7;14920.1;-634.7
95;16690.1;-5917.5;16102.2;-569.7
96;16304.6;-5892.2;15717.8;-597.7
97;15838.2;-5767.0;15250.4;-615.7
98;16267.5;-5886.4;15680.8;-600.7
99;15529.6;-5667.9;14940.1;-636.7
100;16996.6;-5906.2;16406.5;-558.7
101;15723.4;-5742.5;15135.3;-626.7
102;17588.4;-5794.6;16992.0;-524.6
103;16671.9;-5921.9;16084.2;-574.7
104;16883.4;-5912.6;16294.4;-560.7
105;15004.0;-5393.4;14408.7;-660.7
106;16407.7;-5903.4;15820.9;-588.7
107;17044.9;-5901.1;16454.5;-553.7
108;15163.8;-5489.9;14570.8;-653.7
109;15918.8;-5802.0;15331.5;-612.7
110;16256.3;-5890.7;15669.8;-604.7
111;14706.4;-5198.3;14106.4;-679.8
112;16567.5;-5915.4;15980.1;-580.7
113;17161.3;-5877.5;16569.6;-547.7
114;15268.0;-5543.3;14675.9;-650.7
115;16608.6;-5922.6;16021.1;-581.7
116;14771.5;-5244.6;14172.4;-677.8
117;16177.5;-5858.3;15590.7;-594.7
118;14440.6;-4986.2;13835.1;-694.1
119;17474.1;-5821.5;16878.9;-528.6
120;16675.9;-5920.0;16088.2;-571.7
121;16189.4;-5858.7;15602.7;-591.7
122;15357.0;-5588.7;14766.0;-644.7
123;17642.9;-5780.3;17046.1;-520.6
124;18423.7;-5549.5;17815.8;-480.6
125;14173.7;-4747.6;13561.9;-709.3
126;17602.5;-5790.0;17006.0;-522.6
127;18040.8;-5679.7;17439.4;-502.6
128;16591.7;-5920.8;16004.1;-582.7
129;14895.6;-5326.8;14298.6;-669.7
130;17181.6;-5872.1;16589.6;-545.6
131;16017.4;-5832.0;15430.6;-609.7
132;15549.4;-5674.4;14960.2;-633.7
133;14859.0;-5304.7;14261.5;-672.7
134;16832.0;-5912.8;16243.3;-561.7
135;17104.5;-5897.1;16513.6;-552.7
136;15526.6;-5667.4;14937.1;-637.7
137;16798.8;-5919.6;16210.3;-568.7
138;14955.6;-5369.3;14359.6;-668.7
139;17113.7;-5890.9;16522.6;-549.7
140;16271.4;-5888.7;15684.8;-600.7
141;16009.5;-5829.7;15422.6;-610.7
142;16101.4;-5845.5;15514.7;-600.7
143;17186.6;-5863.9;16594.7;-539.6
144;17056.0;-5901.9;16465.5;-554.7
145;16805.9;-5913.9;16217.3;-563.7
146;16370.7;-5896.7;15783.9;-590.7
147;16305.6;-5890.9;15718.8;-596.7
148;16908.6;-5908.6;16319.4;-557.7
149;16474.1;-5907.4;15887.0;-584.7
150;16978.2;-5909.3;16388.5;-558.7
151;15873.8;-5790.4;15286.5;-615.7
152;13553.7;-4067.5;12923.3;-744.8
153;17380.8;-5844.7;16786.8;-535.6
154;18680.1;-5437.3;18067.0;-464.6
155;16708.2;-5914.3;16120.2;-568.7
156;16104.5;-5844.6;15517.7;-599.7
157;16063.6;-5838.2;15476.6;-605.7
158;16085.6;-5839.8;15498.6;-600.7
159;16235.4;-5888.1;15648.8;-606.7
160;14978.3;-5383.0;14382.6;-667.7
161;15645.9;-5706.4;15057.2;-624.7
162;15119.4;-5461.6;14525.8;-653.7
163;16494.1;-5909.5;15907.0;-582.7
164;15890.0;-5786.2;15302.5;-614.7
165;16768.6;-5919.3;16180.3;-569.7
166;16024.5;-5833.6;15437.6;-609.7
167;17319.2;-5861.9;16725.8;-544.6
168;16455.1;-5904.7;15868.0;-585.7
169;18682.2;-5441.6;18069.0;-469.6
170;14134.6;-4711.6;13521.8;-711.3
171;15499.0;-5648.6;14909.1;-634.7
172;17225.9;-5872.2;16633.7;-542.6
173;19066.5;-5236.6;18444.3;-446.6
174;15940.6;-5811.1;15353.5;-613.7
175;16267.5;-5886.4;15680.8;-600.7
176;15966.6;-5816.4;15379.5;-610.7
177;17709.6;-5767.9;17112.1;-518.6
178;15898.9;-5786.7;15311.5;-612.7
179;16975.2;-5909.9;16385.5;-558.7
180;15861.0;-5776.7;15273.4;-614.7
181;14809.9;-5265.8;14211.5;-671.8
182;16567.5;-5915.4;15980.1;-580.7
183;16776.6;-5918.4;16188.3;-568.7
184;17669.2;-5777.5;17072.1;-521.6
